model,train_Acc,train_AUC,test_Acc,test_AUC
Mean_PCA_KW_6_DT,1.0,1.0,0.6186,0.588
Mean_PCA_KW_6_NB,0.6192,0.6954,0.6176,0.6826
Mean_PCA_KW_7_SVM,0.6422,0.7144,0.634,0.6996
Mean_PCA_KW_7_LDA,0.6379,0.7286,0.6244,0.7103
Mean_PCA_KW_7_AE,0.655,0.751,0.6374,0.7298
Mean_PCA_KW_7_RF,1.0,1.0,0.6485,0.71
Mean_PCA_KW_7_LR,0.6307,0.7157,0.6212,0.6994
Mean_PCA_KW_7_AB,0.6559,0.7347,0.6312,0.6962
Mean_PCA_KW_7_DT,1.0,1.0,0.6214,0.5903
Mean_PCA_KW_7_NB,0.6192,0.6954,0.6176,0.6826
Mean_PCA_KW_8_SVM,0.6472,0.7267,0.6327,0.7105
Mean_PCA_KW_8_LDA,0.6525,0.7359,0.6318,0.7158
Mean_PCA_KW_8_AE,0.6761,0.7791,0.6517,0.7491
Mean_PCA_KW_8_RF,1.0,1.0,0.6643,0.7432
Mean_PCA_KW_8_LR,0.6388,0.7267,0.6267,0.7091
Mean_PCA_KW_8_AB,0.6556,0.7559,0.6212,0.711
Mean_PCA_KW_8_DT,1.0,1.0,0.6451,0.6129
Mean_PCA_KW_8_NB,0.6276,0.7047,0.6242,0.6913
Mean_PCA_KW_9_SVM,0.6472,0.7267,0.6327,0.7105
Mean_PCA_KW_9_LDA,0.6515,0.7358,0.6321,0.7158
Mean_PCA_KW_9_AE,0.6808,0.782,0.654,0.75
Mean_PCA_KW_9_RF,1.0,1.0,0.6709,0.7438
Mean_PCA_KW_9_LR,0.6388,0.7267,0.6267,0.7091
Mean_PCA_KW_9_AB,0.6556,0.7559,0.6212,0.711
Mean_PCA_KW_9_DT,1.0,1.0,0.6449,0.6134
Mean_PCA_KW_9_NB,0.6276,0.7047,0.6242,0.6913
Mean_PCA_KW_10_SVM,0.6414,0.7331,0.6359,0.7162
Mean_PCA_KW_10_LDA,0.6436,0.7414,0.6389,0.7219
Mean_PCA_KW_10_AE,0.6931,0.7859,0.676,0.7568
Mean_PCA_KW_10_RF,1.0,1.0,0.6726,0.7475
Mean_PCA_KW_10_LR,0.642,0.7328,0.6323,0.7146
Mean_PCA_KW_10_AB,0.6547,0.7605,0.6246,0.7141
Mean_PCA_KW_10_DT,1.0,1.0,0.6293,0.5979
Mean_PCA_KW_10_NB,0.6364,0.7047,0.6355,0.6912
Mean_PCA_KW_11_SVM,0.6414,0.7331,0.6359,0.7162
Mean_PCA_KW_11_LDA,0.6432,0.7415,0.6363,0.7221
Mean_PCA_KW_11_AE,0.6928,0.7895,0.6711,0.7585
Mean_PCA_KW_11_RF,1.0,1.0,0.67,0.7474
Mean_PCA_KW_11_LR,0.642,0.7328,0.6323,0.7146
Mean_PCA_KW_11_AB,0.6547,0.7605,0.6246,0.7141
Mean_PCA_KW_11_DT,1.0,1.0,0.6197,0.5883
Mean_PCA_KW_11_NB,0.6364,0.7047,0.6355,0.6912
Mean_PCA_KW_12_SVM,0.6554,0.7403,0.6423,0.7187
Mean_PCA_KW_12_LDA,0.6536,0.7519,0.6421,0.7279
Mean_PCA_KW_12_AE,0.6846,0.7859,0.6651,0.7569
Mean_PCA_KW_12_RF,1.0,1.0,0.6734,0.7491
Mean_PCA_KW_12_LR,0.6492,0.7401,0.6318,0.7174
Mean_PCA_KW_12_AB,0.6487,0.7603,0.6248,0.7161
Mean_PCA_KW_12_DT,1.0,1.0,0.638,0.6086
Mean_PCA_KW_12_NB,0.6264,0.7144,0.6199,0.6965
Mean_PCA_KW_13_SVM,0.6569,0.7459,0.6444,0.7245
Mean_PCA_KW_13_LDA,0.654,0.7575,0.6425,0.7329
Mean_PCA_KW_13_AE,0.6953,0.7974,0.6736,0.7667
Mean_PCA_KW_13_RF,1.0,1.0,0.686,0.7619
Mean_PCA_KW_13_LR,0.6402,0.7461,0.6318,0.7234
Mean_PCA_KW_13_AB,0.68,0.7654,0.6491,0.7255
Mean_PCA_KW_13_DT,1.0,1.0,0.6455,0.617
Mean_PCA_KW_13_NB,0.6234,0.7154,0.6197,0.6981
Mean_PCA_KW_14_SVM,0.6569,0.7459,0.6444,0.7245
Mean_PCA_KW_14_LDA,0.6537,0.7576,0.6429,0.733
Mean_PCA_KW_14_AE,0.6927,0.7927,0.677,0.7658
Mean_PCA_KW_14_RF,1.0,1.0,0.6819,0.7624
Mean_PCA_KW_14_LR,0.6402,0.7461,0.6318,0.7234
Mean_PCA_KW_14_AB,0.68,0.7654,0.6491,0.7255
Mean_PCA_KW_14_DT,1.0,1.0,0.6455,0.6166
Mean_PCA_KW_14_NB,0.6234,0.7154,0.6197,0.6981
Mean_PCA_KW_15_SVM,0.6507,0.7518,0.6466,0.7344
Mean_PCA_KW_15_LDA,0.6649,0.7625,0.6527,0.7418
Mean_PCA_KW_15_AE,0.6877,0.7904,0.6785,0.7672
Mean_PCA_KW_15_RF,1.0,1.0,0.6773,0.767
Mean_PCA_KW_15_LR,0.656,0.7519,0.648,0.7332
Mean_PCA_KW_15_AB,0.6842,0.7687,0.6583,0.7313
Mean_PCA_KW_15_DT,1.0,1.0,0.6449,0.6166
Mean_PCA_KW_15_NB,0.6365,0.7184,0.6382,0.705
Mean_PCA_KW_16_SVM,0.6737,0.7589,0.657,0.7333
Mean_PCA_KW_16_LDA,0.6785,0.7633,0.6604,0.7377
Mean_PCA_KW_16_AE,0.7014,0.8023,0.6766,0.7718
Mean_PCA_KW_16_RF,1.0,1.0,0.6807,0.763
Mean_PCA_KW_16_LR,0.6677,0.7591,0.6564,0.7358
Mean_PCA_KW_16_AB,0.6735,0.7699,0.6542,0.7311
Mean_PCA_KW_16_DT,1.0,1.0,0.6431,0.6127
Mean_PCA_KW_16_NB,0.6565,0.7321,0.6542,0.7157
Mean_PCA_KW_17_SVM,0.6737,0.7589,0.657,0.7333
Mean_PCA_KW_17_LDA,0.673,0.7633,0.6572,0.7375
Mean_PCA_KW_17_AE,0.7106,0.805,0.6864,0.7724
Mean_PCA_KW_17_RF,1.0,1.0,0.6866,0.7657
Mean_PCA_KW_17_LR,0.6677,0.7591,0.6564,0.7358
Mean_PCA_KW_17_AB,0.6735,0.7699,0.6542,0.7311
Mean_PCA_KW_17_DT,1.0,1.0,0.637,0.6082
Mean_PCA_KW_17_NB,0.6565,0.7321,0.6542,0.7157
Mean_PCA_KW_18_SVM,0.6591,0.7605,0.6451,0.7315
Mean_PCA_KW_18_LDA,0.6675,0.7641,0.6519,0.7362
Mean_PCA_KW_18_AE,0.7262,0.8203,0.6979,0.7813
Mean_PCA_KW_18_RF,1.0,1.0,0.6845,0.7705
Mean_PCA_KW_18_LR,0.6682,0.7611,0.6515,0.7344
Mean_PCA_KW_18_AB,0.6736,0.7741,0.6519,0.732
Mean_PCA_KW_18_DT,1.0,1.0,0.6318,0.604
Mean_PCA_KW_18_NB,0.6572,0.7324,0.6562,0.7172
Mean_PCA_KW_19_SVM,0.6791,0.766,0.651,0.7346
Mean_PCA_KW_19_LDA,0.6874,0.7691,0.6562,0.7396
Mean_PCA_KW_19_AE,0.708,0.8051,0.6798,0.7709
Mean_PCA_KW_19_RF,1.0,1.0,0.6903,0.7739
Mean_PCA_KW_19_LR,0.6796,0.7668,0.6553,0.7374
Mean_PCA_KW_19_AB,0.6769,0.7787,0.654,0.7344
Mean_PCA_KW_19_DT,1.0,1.0,0.6355,0.6074
Mean_PCA_KW_19_NB,0.6458,0.7379,0.6431,0.7199
Mean_PCA_KW_20_SVM,0.6791,0.766,0.651,0.7346
Mean_PCA_KW_20_LDA,0.6878,0.7691,0.6557,0.7395
Mean_PCA_KW_20_AE,0.7146,0.8113,0.6888,0.7754
Mean_PCA_KW_20_RF,1.0,1.0,0.6918,0.7727
Mean_PCA_KW_20_LR,0.6796,0.7668,0.6553,0.7374
Mean_PCA_KW_20_AB,0.6769,0.7787,0.654,0.7344
Mean_PCA_KW_20_DT,1.0,1.0,0.6359,0.6092
Mean_PCA_KW_20_NB,0.6458,0.7379,0.6431,0.7199
Mean_PCA_KW_21_SVM,0.6792,0.7698,0.6508,0.7379
Mean_PCA_KW_21_LDA,0.6885,0.7726,0.6596,0.7423
Mean_PCA_KW_21_AE,0.7265,0.8196,0.6913,0.778
Mean_PCA_KW_21_RF,1.0,1.0,0.6926,0.7748
Mean_PCA_KW_21_LR,0.6863,0.7705,0.6566,0.7405
Mean_PCA_KW_21_AB,0.6945,0.7823,0.6593,0.7375
Mean_PCA_KW_21_DT,1.0,1.0,0.6327,0.6068
Mean_PCA_KW_21_NB,0.6513,0.7384,0.6474,0.7215
Mean_PCA_KW_22_SVM,0.6818,0.773,0.6628,0.7453
Mean_PCA_KW_22_LDA,0.6817,0.7761,0.6611,0.7488
Mean_PCA_KW_22_AE,0.7094,0.8064,0.6817,0.7754
Mean_PCA_KW_22_RF,1.0,1.0,0.683,0.7759
Mean_PCA_KW_22_LR,0.6808,0.7741,0.6643,0.7475
Mean_PCA_KW_22_AB,0.6953,0.7856,0.6591,0.7416
Mean_PCA_KW_22_DT,1.0,1.0,0.6295,0.6034
Mean_PCA_KW_22_NB,0.6611,0.7424,0.6549,0.7276
Mean_PCA_KW_23_SVM,0.6958,0.7773,0.67,0.7485
Mean_PCA_KW_23_LDA,0.6872,0.781,0.664,0.7529
Mean_PCA_KW_23_AE,0.7261,0.8185,0.6932,0.7809
Mean_PCA_KW_23_RF,1.0,1.0,0.6866,0.7772
Mean_PCA_KW_23_LR,0.6808,0.7785,0.6625,0.7517
Mean_PCA_KW_23_AB,0.6831,0.7865,0.6517,0.7435
Mean_PCA_KW_23_DT,1.0,1.0,0.6336,0.6051
Mean_PCA_KW_23_NB,0.6596,0.7462,0.6495,0.7305
Mean_PCA_KW_24_SVM,0.6958,0.7773,0.67,0.7485
Mean_PCA_KW_24_LDA,0.6905,0.7813,0.6664,0.7534
Mean_PCA_KW_24_AE,0.7011,0.7957,0.6832,0.7682
Mean_PCA_KW_24_RF,1.0,1.0,0.6888,0.7794
Mean_PCA_KW_24_LR,0.6808,0.7785,0.6625,0.7517
Mean_PCA_KW_24_AB,0.6831,0.7865,0.6517,0.7435
Mean_PCA_KW_24_DT,1.0,1.0,0.6323,0.6035
Mean_PCA_KW_24_NB,0.6596,0.7462,0.6495,0.7305
Mean_PCA_KW_25_SVM,0.7038,0.7828,0.6805,0.7546
Mean_PCA_KW_25_LDA,0.6954,0.7861,0.6726,0.7587
Mean_PCA_KW_25_AE,0.733,0.8194,0.7026,0.7828
Mean_PCA_KW_25_RF,1.0,1.0,0.702,0.7816
Mean_PCA_KW_25_LR,0.6941,0.7839,0.677,0.7576
Mean_PCA_KW_25_AB,0.706,0.7897,0.6781,0.7476
Mean_PCA_KW_25_DT,1.0,1.0,0.6299,0.6035
Mean_PCA_KW_25_NB,0.6701,0.7509,0.6617,0.7346
Mean_PCA_KW_26_SVM,0.6934,0.7845,0.6734,0.7567
Mean_PCA_KW_26_LDA,0.7006,0.787,0.6777,0.7588
Mean_PCA_KW_26_AE,0.7379,0.8365,0.7041,0.7886
Mean_PCA_KW_26_RF,1.0,1.0,0.6986,0.7803
Mean_PCA_KW_26_LR,0.6842,0.7856,0.6681,0.7592
Mean_PCA_KW_26_AB,0.6907,0.7896,0.6621,0.7469
Mean_PCA_KW_26_DT,1.0,1.0,0.6406,0.6139
Mean_PCA_KW_26_NB,0.6675,0.7526,0.6638,0.7356
Mean_PCA_KW_27_SVM,0.6968,0.7885,0.6655,0.757
Mean_PCA_KW_27_LDA,0.7055,0.7903,0.6743,0.7578
Mean_PCA_KW_27_AE,0.7406,0.8307,0.7056,0.7867
Mean_PCA_KW_27_RF,1.0,1.0,0.703,0.7816
Mean_PCA_KW_27_LR,0.6895,0.7897,0.6664,0.7594
Mean_PCA_KW_27_AB,0.6821,0.79,0.657,0.7439
Mean_PCA_KW_27_DT,1.0,1.0,0.6359,0.6083
Mean_PCA_KW_27_NB,0.6675,0.7562,0.6617,0.7368
Mean_PCA_KW_28_SVM,0.6991,0.7906,0.6706,0.7587
Mean_PCA_KW_28_LDA,0.7032,0.7923,0.6743,0.7592
Mean_PCA_KW_28_AE,0.7351,0.8275,0.6977,0.7872
Mean_PCA_KW_28_RF,1.0,1.0,0.6954,0.7843
Mean_PCA_KW_28_LR,0.6926,0.7917,0.6677,0.7609
Mean_PCA_KW_28_AB,0.7018,0.7916,0.6713,0.746
Mean_PCA_KW_28_DT,1.0,1.0,0.6325,0.605
Mean_PCA_KW_28_NB,0.6714,0.7545,0.6625,0.7352
Mean_PCA_KW_29_SVM,0.7022,0.7918,0.6751,0.7608
Mean_PCA_KW_29_LDA,0.7021,0.7937,0.6751,0.7617
Mean_PCA_KW_29_AE,0.7307,0.8307,0.6994,0.7927
Mean_PCA_KW_29_RF,1.0,1.0,0.6996,0.7853
Mean_PCA_KW_29_LR,0.6923,0.7931,0.6704,0.7626
Mean_PCA_KW_29_AB,0.7017,0.7925,0.666,0.7446
Mean_PCA_KW_29_DT,1.0,1.0,0.6455,0.6174
Mean_PCA_KW_29_NB,0.6701,0.7535,0.6664,0.7359
Mean_PCA_KW_30_SVM,0.7006,0.7942,0.6728,0.7651
Mean_PCA_KW_30_LDA,0.7126,0.7955,0.6862,0.7648
Mean_PCA_KW_30_AE,0.7477,0.8387,0.7114,0.7958
Mean_PCA_KW_30_RF,1.0,1.0,0.6947,0.7878
Mean_PCA_KW_30_LR,0.6917,0.795,0.6696,0.7662
Mean_PCA_KW_30_AB,0.7067,0.7944,0.6721,0.7475
Mean_PCA_KW_30_DT,1.0,1.0,0.6461,0.619
Mean_PCA_KW_30_NB,0.6662,0.7508,0.6583,0.734
Mean_PCA_KW_31_SVM,0.7006,0.7942,0.6728,0.7651
Mean_PCA_KW_31_LDA,0.7088,0.7962,0.6822,0.7652
Mean_PCA_KW_31_AE,0.7456,0.8384,0.7077,0.7927
Mean_PCA_KW_31_RF,1.0,1.0,0.7028,0.7879
Mean_PCA_KW_31_LR,0.6917,0.795,0.6696,0.7662
Mean_PCA_KW_31_AB,0.7067,0.7944,0.6721,0.7475
Mean_PCA_KW_31_DT,1.0,1.0,0.6438,0.6163
Mean_PCA_KW_31_NB,0.6662,0.7508,0.6583,0.734
Mean_PCA_KW_32_SVM,0.7088,0.7966,0.6845,0.7674
Mean_PCA_KW_32_LDA,0.7136,0.7988,0.6888,0.768
Mean_PCA_KW_32_AE,0.7401,0.8369,0.7069,0.7948
Mean_PCA_KW_32_RF,1.0,1.0,0.702,0.7912
Mean_PCA_KW_32_LR,0.7063,0.7973,0.6864,0.7684
Mean_PCA_KW_32_AB,0.7077,0.7961,0.6773,0.7514
Mean_PCA_KW_32_DT,1.0,1.0,0.637,0.6055
Mean_PCA_KW_32_NB,0.6676,0.7494,0.6602,0.7332
Mean_PCA_KW_33_SVM,0.7151,0.8,0.6898,0.7707
Mean_PCA_KW_33_LDA,0.7221,0.8015,0.6956,0.7701
Mean_PCA_KW_33_AE,0.7416,0.8272,0.712,0.7929
Mean_PCA_KW_33_RF,1.0,1.0,0.6952,0.7879
Mean_PCA_KW_33_LR,0.7127,0.8008,0.6862,0.7713
Mean_PCA_KW_33_AB,0.7087,0.7981,0.6728,0.7496
Mean_PCA_KW_33_DT,1.0,1.0,0.6348,0.6066
Mean_PCA_KW_33_NB,0.6721,0.7507,0.6608,0.7342
Mean_PCA_KW_34_SVM,0.6998,0.8022,0.673,0.7722
Mean_PCA_KW_34_LDA,0.7098,0.8034,0.686,0.7712
Mean_PCA_KW_34_AE,0.7283,0.8304,0.6969,0.7945
Mean_PCA_KW_34_RF,1.0,1.0,0.6881,0.7893
Mean_PCA_KW_34_LR,0.7207,0.8029,0.6907,0.7731
Mean_PCA_KW_34_AB,0.7088,0.8,0.6713,0.7498
Mean_PCA_KW_34_DT,1.0,1.0,0.6385,0.6113
Mean_PCA_KW_34_NB,0.6732,0.7524,0.6628,0.7352
Mean_PCA_KW_35_SVM,0.6995,0.8021,0.6728,0.7722
Mean_PCA_KW_35_LDA,0.7067,0.805,0.68,0.7731
Mean_PCA_KW_35_AE,0.7377,0.8333,0.7028,0.7968
Mean_PCA_KW_35_RF,1.0,1.0,0.7086,0.7933
Mean_PCA_KW_35_LR,0.7207,0.8029,0.6907,0.7731
Mean_PCA_KW_35_AB,0.7071,0.802,0.6726,0.7522
Mean_PCA_KW_35_DT,1.0,1.0,0.6406,0.6139
Mean_PCA_KW_35_NB,0.6678,0.7427,0.6551,0.7226
Mean_PCA_KW_36_SVM,0.7073,0.8025,0.6832,0.7725
Mean_PCA_KW_36_LDA,0.7078,0.8062,0.6826,0.7744
Mean_PCA_KW_36_AE,0.7646,0.8528,0.7231,0.8041
Mean_PCA_KW_36_RF,1.0,1.0,0.7067,0.7948
Mean_PCA_KW_36_LR,0.7206,0.803,0.6905,0.7732
Mean_PCA_KW_36_AB,0.6984,0.8026,0.6664,0.7561
Mean_PCA_KW_36_DT,1.0,1.0,0.6463,0.6195
Mean_PCA_KW_36_NB,0.6658,0.7388,0.6566,0.719
Mean_PCA_KW_37_SVM,0.7218,0.8051,0.6926,0.7724
Mean_PCA_KW_37_LDA,0.7202,0.8085,0.6875,0.7742
Mean_PCA_KW_37_AE,0.7592,0.8522,0.7169,0.8045
Mean_PCA_KW_37_RF,1.0,1.0,0.6956,0.7939
Mean_PCA_KW_37_LR,0.7206,0.8055,0.6915,0.7735
Mean_PCA_KW_37_AB,0.7077,0.8044,0.6706,0.7547
Mean_PCA_KW_37_DT,1.0,1.0,0.6564,0.6282
Mean_PCA_KW_37_NB,0.6651,0.7381,0.6553,0.718
Mean_PCA_KW_38_SVM,0.7215,0.8063,0.6894,0.7736
Mean_PCA_KW_38_LDA,0.7198,0.8094,0.6856,0.7747
Mean_PCA_KW_38_AE,0.7489,0.8402,0.7133,0.8008
Mean_PCA_KW_38_RF,1.0,1.0,0.7001,0.7974
Mean_PCA_KW_38_LR,0.7266,0.8065,0.6939,0.7744
Mean_PCA_KW_38_AB,0.7137,0.8052,0.6743,0.7554
Mean_PCA_KW_38_DT,1.0,1.0,0.6483,0.6222
Mean_PCA_KW_38_NB,0.6664,0.7361,0.6576,0.7178
Mean_PCA_KW_39_SVM,0.7208,0.8063,0.69,0.7736
Mean_PCA_KW_39_LDA,0.7161,0.8107,0.6858,0.7758
Mean_PCA_KW_39_AE,0.7727,0.8678,0.7222,0.8105
Mean_PCA_KW_39_RF,1.0,1.0,0.7048,0.7986
Mean_PCA_KW_39_LR,0.7266,0.8065,0.6939,0.7744
Mean_PCA_KW_39_AB,0.7152,0.807,0.6794,0.7573
Mean_PCA_KW_39_DT,1.0,1.0,0.6436,0.6145
Mean_PCA_KW_39_NB,0.6698,0.7312,0.664,0.7142
Mean_PCA_KW_40_SVM,0.7255,0.8073,0.6932,0.7732
Mean_PCA_KW_40_LDA,0.7261,0.8119,0.6941,0.7759
Mean_PCA_KW_40_AE,0.7567,0.8469,0.7201,0.8045
Mean_PCA_KW_40_RF,1.0,1.0,0.706,0.8008
Mean_PCA_KW_40_LR,0.7194,0.8074,0.6879,0.7737
Mean_PCA_KW_40_AB,0.7179,0.8075,0.6783,0.7571
Mean_PCA_KW_40_DT,1.0,1.0,0.648,0.6198
Mean_PCA_KW_40_NB,0.6461,0.73,0.6442,0.7136
Mean_PCA_RFE_1_SVM,0.3636,0.3716,0.3643,0.3726
Mean_PCA_RFE_1_LDA,0.5328,0.6284,0.531,0.6274
Mean_PCA_RFE_1_AE,0.5328,0.6284,0.531,0.6274
Mean_PCA_RFE_1_RF,0.9997,1.0,0.5656,0.5669
Mean_PCA_RFE_1_LR,0.5328,0.6284,0.531,0.6274
Mean_PCA_RFE_1_AB,0.5332,0.6363,0.5302,0.6118
Mean_PCA_RFE_1_DT,0.9997,1.0,0.5656,0.5285
Mean_PCA_RFE_1_NB,0.532,0.6101,0.5321,0.622
Mean_PCA_RFE_2_SVM,0.628,0.6487,0.6137,0.6247
Mean_PCA_RFE_2_LDA,0.6097,0.6525,0.5945,0.6345
Mean_PCA_RFE_2_AE,0.6206,0.6763,0.5999,0.6491
Mean_PCA_RFE_2_RF,1.0,1.0,0.5762,0.6006
Mean_PCA_RFE_2_LR,0.6026,0.6519,0.5884,0.6355
Mean_PCA_RFE_2_AB,0.649,0.6726,0.6061,0.6272
Mean_PCA_RFE_2_DT,1.0,1.0,0.5766,0.5417
Mean_PCA_RFE_2_NB,0.6447,0.6535,0.6314,0.6413
Mean_PCA_RFE_3_SVM,0.6483,0.6962,0.622,0.6631
Mean_PCA_RFE_3_LDA,0.6408,0.7053,0.6186,0.6777
Mean_PCA_RFE_3_AE,0.6504,0.7237,0.6231,0.6965
Mean_PCA_RFE_3_RF,1.0,1.0,0.6197,0.669
Mean_PCA_RFE_3_LR,0.6417,0.7058,0.6233,0.6806
Mean_PCA_RFE_3_AB,0.6392,0.7129,0.6135,0.673
Mean_PCA_RFE_3_DT,1.0,1.0,0.5943,0.563
Mean_PCA_RFE_3_NB,0.6267,0.6958,0.6178,0.6777
Mean_PCA_RFE_4_SVM,0.6722,0.7107,0.6559,0.6842
Mean_PCA_RFE_4_LDA,0.6625,0.7165,0.6515,0.6933
Mean_PCA_RFE_4_AE,0.6687,0.7359,0.6519,0.7161
Mean_PCA_RFE_4_RF,1.0,1.0,0.6619,0.7002
Mean_PCA_RFE_4_LR,0.6607,0.7172,0.6527,0.6964
Mean_PCA_RFE_4_AB,0.6521,0.7248,0.6269,0.6877
Mean_PCA_RFE_4_DT,1.0,1.0,0.608,0.5782
Mean_PCA_RFE_4_NB,0.6448,0.706,0.6353,0.689
Mean_PCA_RFE_5_SVM,0.6722,0.7107,0.6559,0.6842
Mean_PCA_RFE_5_LDA,0.669,0.7173,0.6568,0.6943
Mean_PCA_RFE_5_AE,0.6713,0.7352,0.6549,0.7169
Mean_PCA_RFE_5_RF,1.0,1.0,0.657,0.7022
Mean_PCA_RFE_5_LR,0.6607,0.7172,0.6527,0.6964
Mean_PCA_RFE_5_AB,0.6521,0.7248,0.6269,0.6877
Mean_PCA_RFE_5_DT,1.0,1.0,0.6043,0.5748
Mean_PCA_RFE_5_NB,0.6448,0.706,0.6353,0.689
Mean_PCA_RFE_6_SVM,0.6708,0.7156,0.6487,0.6851
Mean_PCA_RFE_6_LDA,0.6717,0.7209,0.6551,0.693
Mean_PCA_RFE_6_AE,0.6671,0.7446,0.6532,0.7223
Mean_PCA_RFE_6_RF,1.0,1.0,0.6591,0.7144
Mean_PCA_RFE_6_LR,0.6565,0.7205,0.6404,0.6947
Mean_PCA_RFE_6_AB,0.6555,0.7288,0.6274,0.6872
Mean_PCA_RFE_6_DT,1.0,1.0,0.6203,0.5898
Mean_PCA_RFE_6_NB,0.6369,0.7067,0.624,0.6865
Mean_PCA_RFE_7_SVM,0.6708,0.7156,0.6487,0.6851
Mean_PCA_RFE_7_LDA,0.6569,0.7209,0.6382,0.693
Mean_PCA_RFE_7_AE,0.6762,0.7447,0.6562,0.7216
Mean_PCA_RFE_7_RF,1.0,1.0,0.6613,0.7167
Mean_PCA_RFE_7_LR,0.6565,0.7205,0.6404,0.6947
Mean_PCA_RFE_7_AB,0.6555,0.7288,0.6274,0.6872
Mean_PCA_RFE_7_DT,1.0,1.0,0.6214,0.5914
Mean_PCA_RFE_7_NB,0.6369,0.7067,0.624,0.6865
Mean_PCA_RFE_8_SVM,0.6601,0.7212,0.6374,0.6933
Mean_PCA_RFE_8_LDA,0.6528,0.7248,0.6336,0.699
Mean_PCA_RFE_8_AE,0.6762,0.7544,0.6625,0.7319
Mean_PCA_RFE_8_RF,1.0,1.0,0.6613,0.7236
Mean_PCA_RFE_8_LR,0.6578,0.725,0.6431,0.7015
Mean_PCA_RFE_8_AB,0.6745,0.7366,0.6468,0.6969
Mean_PCA_RFE_8_DT,1.0,1.0,0.6372,0.6038
Mean_PCA_RFE_8_NB,0.652,0.7138,0.6442,0.6957
Mean_PCA_RFE_9_SVM,0.6733,0.7278,0.6532,0.6989
Mean_PCA_RFE_9_LDA,0.6692,0.7316,0.6487,0.7045
Mean_PCA_RFE_9_AE,0.6897,0.7534,0.6653,0.7304
Mean_PCA_RFE_9_RF,1.0,1.0,0.6726,0.7416
Mean_PCA_RFE_9_LR,0.6621,0.7314,0.6449,0.7069
Mean_PCA_RFE_9_AB,0.6611,0.7423,0.6336,0.7027
Mean_PCA_RFE_9_DT,1.0,1.0,0.6474,0.6184
Mean_PCA_RFE_9_NB,0.6614,0.7193,0.6517,0.6989
Mean_PCA_RFE_10_SVM,0.6684,0.7321,0.6459,0.702
Mean_PCA_RFE_10_LDA,0.663,0.7353,0.6406,0.7074
Mean_PCA_RFE_10_AE,0.6928,0.768,0.6764,0.7434
Mean_PCA_RFE_10_RF,1.0,1.0,0.6864,0.7494
Mean_PCA_RFE_10_LR,0.664,0.7352,0.6463,0.7099
Mean_PCA_RFE_10_AB,0.6776,0.745,0.6468,0.708
Mean_PCA_RFE_10_DT,1.0,1.0,0.6374,0.6089
Mean_PCA_RFE_10_NB,0.6563,0.7251,0.6457,0.7029
Mean_PCA_RFE_11_SVM,0.6803,0.7357,0.6538,0.7085
Mean_PCA_RFE_11_LDA,0.6854,0.7382,0.6649,0.7125
Mean_PCA_RFE_11_AE,0.6876,0.7854,0.6668,0.7543
Mean_PCA_RFE_11_RF,1.0,1.0,0.6839,0.7544
Mean_PCA_RFE_11_LR,0.659,0.7376,0.6414,0.7146
Mean_PCA_RFE_11_AB,0.6608,0.7491,0.6336,0.7114
Mean_PCA_RFE_11_DT,1.0,1.0,0.6199,0.5911
Mean_PCA_RFE_11_NB,0.6548,0.7283,0.6399,0.7061
Mean_PCA_RFE_12_SVM,0.6769,0.7342,0.6547,0.7061
Mean_PCA_RFE_12_LDA,0.6821,0.7382,0.6628,0.7125
Mean_PCA_RFE_12_AE,0.6914,0.7699,0.6713,0.7468
Mean_PCA_RFE_12_RF,1.0,1.0,0.6854,0.7561
Mean_PCA_RFE_12_LR,0.661,0.7376,0.6417,0.7154
Mean_PCA_RFE_12_AB,0.6668,0.7474,0.6365,0.7098
Mean_PCA_RFE_12_DT,1.0,1.0,0.6293,0.6
Mean_PCA_RFE_12_NB,0.6522,0.7284,0.6374,0.706
Mean_PCA_RFE_13_SVM,0.6664,0.7389,0.6468,0.7105
Mean_PCA_RFE_13_LDA,0.6723,0.7424,0.6519,0.7167
Mean_PCA_RFE_13_AE,0.7252,0.8172,0.68,0.7636
Mean_PCA_RFE_13_RF,1.0,1.0,0.6787,0.756
Mean_PCA_RFE_13_LR,0.6629,0.7419,0.6434,0.7194
Mean_PCA_RFE_13_AB,0.674,0.7552,0.6478,0.7169
Mean_PCA_RFE_13_DT,1.0,1.0,0.6336,0.6037
Mean_PCA_RFE_13_NB,0.6558,0.7354,0.6372,0.7107
Mean_PCA_RFE_14_SVM,0.6664,0.7389,0.6468,0.7105
Mean_PCA_RFE_14_LDA,0.6697,0.7635,0.6493,0.7358
Mean_PCA_RFE_14_AE,0.7052,0.7823,0.6785,0.7543
Mean_PCA_RFE_14_RF,1.0,1.0,0.6766,0.7579
Mean_PCA_RFE_14_LR,0.6629,0.7419,0.6434,0.7194
Mean_PCA_RFE_14_AB,0.674,0.7552,0.6478,0.7169
Mean_PCA_RFE_14_DT,1.0,1.0,0.637,0.6085
Mean_PCA_RFE_14_NB,0.6558,0.7354,0.6372,0.7107
Mean_PCA_RFE_15_SVM,0.6787,0.7443,0.6487,0.7151
Mean_PCA_RFE_15_LDA,0.687,0.7662,0.6606,0.7382
Mean_PCA_RFE_15_AE,0.7046,0.8024,0.6762,0.7593
Mean_PCA_RFE_15_RF,1.0,1.0,0.6779,0.7562
Mean_PCA_RFE_15_LR,0.681,0.7469,0.6581,0.7226
